loans_cons_land,loans_farm,loans_<4family,loans_multi_family,loans_nonfarm_nonres,agri_loans,loans_agri_comm,loans_individs,other_loans,obligations,htm_securities,afs_securities,fixed_assets,cash,debt
0.00,0.00,9124000.00,896000.00,1687000.00,0.00,0.00,0.00,1421000.00,3041000.00,91321000.00,26069000.00,394000.00,13803000.00,195498000.00
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
